Date,Product,Region,Sales_Units,Price_USD,Marketing_Spend_USD,Promotion,Inventory_Units,Day_of_Week
2019-10-23,Synthetic_Pharma_Product_A,South,1585,41.21,11670.03,0,17872,Wednesday
2019-10-24,Synthetic_Pharma_Product_A,East,1302,37.9,13845.45,0,13567,Thursday
2019-10-25,Synthetic_Pharma_Product_A,South,1287,35.69,11917.42,0,21155,Friday
2019-10-26,Synthetic_Pharma_Product_A,North,1373,43.9,13608.57,0,15736,Saturday
2019-10-27,Synthetic_Pharma_Product_A,South,1328,44.66,22741.39,0,16366,Sunday
2019-10-28,Synthetic_Pharma_Product_A,North,1331,39.98,13727.71,0,16511,Monday
2019-10-29,Synthetic_Pharma_Product_A,West,1956,34.0,29845.72,0,21436,Tuesday
2019-10-30,Synthetic_Pharma_Product_A,West,1254,40.09,20219.93,0,12661,Wednesday
2019-10-31,Synthetic_Pharma_Product_A,South,1433,43.37,18831.76,0,24000,Thursday
2019-11-01,Synthetic_Pharma_Product_A,East,1553,36.82,14137.39,0,20640,Friday
2019-11-02,Synthetic_Pharma_Product_A,South,1628,42.64,21151.39,1,19358,Saturday
2019-11-03,Synthetic_Pharma_Product_A,East,1133,41.95,15409.63,0,17863,Sunday
2019-11-04,Synthetic_Pharma_Product_A,West,1425,44.03,18549.04,0,18714,Monday
2019-11-05,Synthetic_Pharma_Product_A,West,1549,42.42,29520.38,0,19303,Tuesday
2019-11-06,Synthetic_Pharma_Product_A,South,1572,38.59,17567.73,0,19613,Wednesday
2019-11-07,Synthetic_Pharma_Product_A,West,1340,46.19,23171.73,0,19389,Thursday
2019-11-08,Synthetic_Pharma_Product_A,South,1378,41.45,14835.71,0,18224,Friday
2019-11-09,Synthetic_Pharma_Product_A,West,1181,41.9,17842.55,0,17507,Saturday
2019-11-10,Synthetic_Pharma_Product_A,North,1810,38.73,25968.6,1,18422,Sunday
2019-11-11,Synthetic_Pharma_Product_A,East,1787,40.45,15178.65,1,18313,Monday
2019-11-12,Synthetic_Pharma_Product_A,East,1679,38.9,26156.02,0,20834,Tuesday
2019-11-13,Synthetic_Pharma_Product_A,East,1550,41.39,21184.88,0,19484,Wednesday
2019-11-14,Synthetic_Pharma_Product_A,North,1117,47.99,15468.9,0,11000,Thursday
2019-11-15,Synthetic_Pharma_Product_A,West,1625,37.2,20845.83,0,19640,Friday
2019-11-16,Synthetic_Pharma_Product_A,North,1502,36.35,22376.5,0,18487,Saturday
2019-11-17,Synthetic_Pharma_Product_A,East,1510,47.15,20798.14,0,17953,Sunday
2019-11-18,Synthetic_Pharma_Product_A,North,1251,41.27,10933.99,0,17029,Monday
2019-11-19,Synthetic_Pharma_Product_A,South,1646,39.66,14727.88,0,20810,Tuesday
2019-11-20,Synthetic_Pharma_Product_A,East,1479,45.64,16886.17,0,20369,Wednesday
2019-11-21,Synthetic_Pharma_Product_A,South,1814,39.88,17665.05,1,16868,Thursday
2019-11-22,Synthetic_Pharma_Product_A,North,1556,48.39,20793.02,0,19018,Friday
2019-11-23,Synthetic_Pharma_Product_A,North,1309,44.37,18799.65,0,15571,Saturday
2019-11-24,Synthetic_Pharma_Product_A,South,1299,40.29,11990.95,0,14551,Sunday
2019-11-25,Synthetic_Pharma_Product_A,West,1314,49.55,19710.89,0,16433,Monday
2019-11-26,Synthetic_Pharma_Product_A,West,1740,39.88,20747.64,0,20156,Tuesday
2019-11-27,Synthetic_Pharma_Product_A,North,1594,44.6,20519.06,0,20383,Wednesday
2019-11-28,Synthetic_Pharma_Product_A,South,1491,43.05,22863.51,0,19283,Thursday
2019-11-29,Synthetic_Pharma_Product_A,North,1298,46.56,21752.65,0,19813,Friday
2019-11-30,Synthetic_Pharma_Product_A,North,1203,47.47,20066.31,0,19290,Saturday
2019-12-01,Synthetic_Pharma_Product_A,East,1232,42.11,17684.25,0,16396,Sunday
2019-12-02,Synthetic_Pharma_Product_A,East,1433,39.36,10525.68,0,19080,Monday
2019-12-03,Synthetic_Pharma_Product_A,North,1880,43.61,19933.28,1,20801,Tuesday
2019-12-04,Synthetic_Pharma_Product_A,North,1547,39.63,18934.59,0,19886,Wednesday
2019-12-05,Synthetic_Pharma_Product_A,North,1341,49.05,19222.1,0,20972,Thursday
2019-12-06,Synthetic_Pharma_Product_A,West,1410,42.48,12254.63,0,19771,Friday
2019-12-07,Synthetic_Pharma_Product_A,West,1384,40.72,13135.25,0,18879,Saturday
2019-12-08,Synthetic_Pharma_Product_A,North,1155,42.65,22739.19,0,20675,Sunday
2019-12-09,Synthetic_Pharma_Product_A,North,1587,37.29,17822.0,0,17934,Monday
2019-12-10,Synthetic_Pharma_Product_A,West,1707,38.6,21066.75,0,15795,Tuesday
2019-12-11,Synthetic_Pharma_Product_A,West,1552,46.2,18127.43,0,17592,Wednesday
2019-12-12,Synthetic_Pharma_Product_A,South,1548,39.7,18133.9,0,16138,Thursday
2019-12-13,Synthetic_Pharma_Product_A,North,1516,38.34,22222.28,0,16312,Friday
2019-12-14,Synthetic_Pharma_Product_A,North,1342,43.88,15677.8,0,17639,Saturday
2019-12-15,Synthetic_Pharma_Product_A,East,1194,46.15,18432.54,0,16019,Sunday
2019-12-16,Synthetic_Pharma_Product_A,South,1309,44.52,15919.76,0,17230,Monday
2019-12-17,Synthetic_Pharma_Product_A,North,1350,45.49,16044.77,0,13266,Tuesday
2019-12-18,Synthetic_Pharma_Product_A,East,1834,39.35,16608.73,1,19333,Wednesday
2019-12-19,Synthetic_Pharma_Product_A,North,1648,37.02,18999.6,0,18003,Thursday
2019-12-20,Synthetic_Pharma_Product_A,West,1132,47.25,15845.63,0,15957,Friday
2019-12-21,Synthetic_Pharma_Product_A,South,1595,40.87,23650.9,0,19648,Saturday
2019-12-22,Synthetic_Pharma_Product_A,North,1470,41.12,13974.27,0,20344,Sunday
2019-12-23,Synthetic_Pharma_Product_A,East,1493,46.65,17159.08,0,13981,Monday
2019-12-24,Synthetic_Pharma_Product_A,South,1354,43.95,16021.21,0,16093,Tuesday
2019-12-25,Synthetic_Pharma_Product_A,West,1889,43.6,24511.4,1,16877,Wednesday
2019-12-26,Synthetic_Pharma_Product_A,East,1376,49.58,18884.5,0,15650,Thursday
2019-12-27,Synthetic_Pharma_Product_A,South,1800,39.75,22643.3,0,20074,Friday
2019-12-28,Synthetic_Pharma_Product_A,East,1279,45.25,11314.98,0,17515,Saturday
2019-12-29,Synthetic_Pharma_Product_A,South,1329,42.2,19201.73,0,17339,Sunday
2019-12-30,Synthetic_Pharma_Product_A,West,1646,42.94,22003.34,0,12990,Monday
2019-12-31,Synthetic_Pharma_Product_A,South,1727,47.35,18370.28,1,20389,Tuesday
2020-01-01,Synthetic_Pharma_Product_A,East,1794,43.78,22794.66,0,14902,Wednesday
2020-01-02,Synthetic_Pharma_Product_A,North,1819,43.88,15672.2,1,18950,Thursday
2020-01-03,Synthetic_Pharma_Product_A,South,1952,45.75,24342.06,1,19493,Friday
2020-01-04,Synthetic_Pharma_Product_A,West,1634,40.72,28345.04,0,21402,Saturday
2020-01-05,Synthetic_Pharma_Product_A,West,1616,39.06,16367.23,0,14728,Sunday
2020-01-06,Synthetic_Pharma_Product_A,North,1721,38.34,15995.24,0,11000,Monday
2020-01-07,Synthetic_Pharma_Product_A,North,1862,35.12,24540.23,0,18460,Tuesday
2020-01-08,Synthetic_Pharma_Product_A,West,1684,49.2,25108.07,0,22501,Wednesday
2020-01-09,Synthetic_Pharma_Product_A,West,1762,38.14,15647.13,0,21097,Thursday
2020-01-10,Synthetic_Pharma_Product_A,North,1561,41.23,16109.16,0,18524,Friday
2020-01-11,Synthetic_Pharma_Product_A,South,1383,41.03,16731.97,0,16771,Saturday
2020-01-12,Synthetic_Pharma_Product_A,South,1547,43.08,11949.97,1,20818,Sunday
2020-01-13,Synthetic_Pharma_Product_A,West,1525,44.86,13866.07,0,15566,Monday
2020-01-14,Synthetic_Pharma_Product_A,North,1488,45.01,13481.37,0,19191,Tuesday
2020-01-15,Synthetic_Pharma_Product_A,North,1666,39.96,14544.91,0,19264,Wednesday
2020-01-16,Synthetic_Pharma_Product_A,West,1847,41.42,17843.92,0,20651,Thursday
2020-01-17,Synthetic_Pharma_Product_A,North,1758,42.99,19053.97,0,24000,Friday
2020-01-18,Synthetic_Pharma_Product_A,South,1622,41.13,24977.25,0,18981,Saturday
2020-01-19,Synthetic_Pharma_Product_A,South,1541,47.63,13507.41,1,17528,Sunday
2020-01-20,Synthetic_Pharma_Product_A,South,1581,43.72,22429.45,0,17936,Monday
2020-01-21,Synthetic_Pharma_Product_A,South,1612,44.57,17037.05,0,13577,Tuesday
2020-01-22,Synthetic_Pharma_Product_A,East,1792,44.32,17777.41,0,16263,Wednesday
2020-01-23,Synthetic_Pharma_Product_A,North,1580,46.11,21036.69,0,16977,Thursday
2020-01-24,Synthetic_Pharma_Product_A,East,1461,42.63,12947.75,0,16690,Friday
2020-01-25,Synthetic_Pharma_Product_A,West,1557,37.46,19720.84,0,18381,Saturday
2020-01-26,Synthetic_Pharma_Product_A,West,1568,43.4,18749.03,1,16744,Sunday
2020-01-27,Synthetic_Pharma_Product_A,North,1714,39.72,20216.03,0,20803,Monday
2020-01-28,Synthetic_Pharma_Product_A,North,1730,40.15,19301.26,0,18001,Tuesday
2020-01-29,Synthetic_Pharma_Product_A,South,1691,44.05,29048.85,0,17977,Wednesday
2020-01-30,Synthetic_Pharma_Product_A,South,1511,46.33,15130.17,0,17180,Thursday
2020-01-31,Synthetic_Pharma_Product_A,South,2010,42.07,15610.51,1,19188,Friday
2020-02-01,Synthetic_Pharma_Product_A,East,1547,43.08,15195.87,1,20863,Saturday
2020-02-02,Synthetic_Pharma_Product_A,North,1468,47.96,15500.35,0,15832,Sunday
2020-02-03,Synthetic_Pharma_Product_A,North,1682,42.84,15131.76,0,16355,Monday
2020-02-04,Synthetic_Pharma_Product_A,South,1675,50.0,23350.57,0,17241,Tuesday
2020-02-05,Synthetic_Pharma_Product_A,East,1711,43.98,24392.27,0,14635,Wednesday
2020-02-06,Synthetic_Pharma_Product_A,North,2241,35.84,15431.64,1,16752,Thursday
2020-02-07,Synthetic_Pharma_Product_A,East,1448,44.64,14254.4,0,16809,Friday
2020-02-08,Synthetic_Pharma_Product_A,North,1863,43.33,20121.37,1,20986,Saturday
2020-02-09,Synthetic_Pharma_Product_A,West,1377,46.51,15515.0,0,18656,Sunday
2020-02-10,Synthetic_Pharma_Product_A,West,2054,44.36,20848.19,1,19284,Monday
2020-02-11,Synthetic_Pharma_Product_A,South,1643,41.52,18913.15,0,20127,Tuesday
2020-02-12,Synthetic_Pharma_Product_A,North,1623,37.71,11179.15,0,17657,Wednesday
2020-02-13,Synthetic_Pharma_Product_A,South,2289,41.27,24963.77,1,19776,Thursday
2020-02-14,Synthetic_Pharma_Product_A,North,1917,39.02,26081.45,0,17742,Friday
2020-02-15,Synthetic_Pharma_Product_A,East,1596,39.97,15242.45,0,18663,Saturday
2020-02-16,Synthetic_Pharma_Product_A,West,1540,44.06,16255.34,1,17343,Sunday
2020-02-17,Synthetic_Pharma_Product_A,East,1949,47.84,19286.39,1,12703,Monday
2020-02-18,Synthetic_Pharma_Product_A,West,1615,43.38,19505.06,0,17664,Tuesday
2020-02-19,Synthetic_Pharma_Product_A,South,2028,37.81,20963.45,0,21557,Wednesday
2020-02-20,Synthetic_Pharma_Product_A,North,1977,43.56,27045.92,0,20316,Thursday
2020-02-21,Synthetic_Pharma_Product_A,East,1548,46.19,17203.74,0,20413,Friday
2020-02-22,Synthetic_Pharma_Product_A,South,1617,39.87,14407.66,0,21090,Saturday
2020-02-23,Synthetic_Pharma_Product_A,East,1491,41.53,11793.06,0,18222,Sunday
2020-02-24,Synthetic_Pharma_Product_A,South,1652,42.05,14710.81,0,18493,Monday
2020-02-25,Synthetic_Pharma_Product_A,North,1761,39.25,17850.93,0,16456,Tuesday
2020-02-26,Synthetic_Pharma_Product_A,West,1669,44.27,26075.51,0,17210,Wednesday
2020-02-27,Synthetic_Pharma_Product_A,North,1796,41.58,15670.75,0,19539,Thursday
2020-02-28,Synthetic_Pharma_Product_A,West,1599,43.47,19007.05,0,21010,Friday
2020-02-29,Synthetic_Pharma_Product_A,West,1682,38.89,17926.1,0,17651,Saturday
2020-03-01,Synthetic_Pharma_Product_A,West,1707,40.47,23347.77,0,16875,Sunday
2020-03-02,Synthetic_Pharma_Product_A,East,2037,44.53,29371.2,0,18001,Monday
2020-03-03,Synthetic_Pharma_Product_A,East,2055,40.7,15611.09,1,20303,Tuesday
2020-03-04,Synthetic_Pharma_Product_A,West,1539,48.04,15797.52,0,14390,Wednesday
2020-03-05,Synthetic_Pharma_Product_A,South,2049,40.6,22698.72,0,12260,Thursday
2020-03-06,Synthetic_Pharma_Product_A,South,1898,42.79,21068.51,0,16624,Friday
2020-03-07,Synthetic_Pharma_Product_A,East,1697,45.26,26310.18,0,14948,Saturday
2020-03-08,Synthetic_Pharma_Product_A,South,1858,37.04,20627.68,0,16730,Sunday
2020-03-09,Synthetic_Pharma_Product_A,South,1824,35.84,16383.19,0,17631,Monday
2020-03-10,Synthetic_Pharma_Product_A,South,2157,36.66,20657.95,0,16867,Tuesday
2020-03-11,Synthetic_Pharma_Product_A,East,1860,46.42,22989.17,0,21631,Wednesday
2020-03-12,Synthetic_Pharma_Product_A,West,1877,40.07,21692.17,0,18817,Thursday
2020-03-13,Synthetic_Pharma_Product_A,North,1855,50.0,20282.73,1,19551,Friday
2020-03-14,Synthetic_Pharma_Product_A,West,1775,40.03,22800.04,0,19556,Saturday
2020-03-15,Synthetic_Pharma_Product_A,East,1696,42.65,23261.83,0,15153,Sunday
2020-03-16,Synthetic_Pharma_Product_A,West,1835,47.4,24219.72,0,20598,Monday
2020-03-17,Synthetic_Pharma_Product_A,East,2105,49.02,20919.19,1,18611,Tuesday
2020-03-18,Synthetic_Pharma_Product_A,West,1722,49.22,17247.97,0,19676,Wednesday
2020-03-19,Synthetic_Pharma_Product_A,North,1590,46.23,18660.21,0,15320,Thursday
2020-03-20,Synthetic_Pharma_Product_A,West,1927,45.58,23429.29,0,14116,Friday
2020-03-21,Synthetic_Pharma_Product_A,North,1900,44.07,14323.79,1,20845,Saturday
2020-03-22,Synthetic_Pharma_Product_A,West,1894,44.72,19659.03,1,19741,Sunday
2020-03-23,Synthetic_Pharma_Product_A,West,2016,40.07,16229.98,0,15745,Monday
2020-03-24,Synthetic_Pharma_Product_A,South,2196,39.14,18129.35,0,15826,Tuesday
2020-03-25,Synthetic_Pharma_Product_A,North,2121,41.99,23753.03,0,20814,Wednesday
2020-03-26,Synthetic_Pharma_Product_A,West,1948,41.4,18859.95,0,15026,Thursday
2020-03-27,Synthetic_Pharma_Product_A,North,2057,40.41,18208.96,0,22107,Friday
2020-03-28,Synthetic_Pharma_Product_A,West,1487,44.44,11880.65,0,15748,Saturday
2020-03-29,Synthetic_Pharma_Product_A,North,1889,45.34,21358.14,1,20396,Sunday
2020-03-30,Synthetic_Pharma_Product_A,North,1908,42.31,20904.68,0,17178,Monday
2020-03-31,Synthetic_Pharma_Product_A,West,2092,47.17,27734.65,0,19508,Tuesday
2020-04-01,Synthetic_Pharma_Product_A,East,1909,38.0,16615.0,0,16640,Wednesday
2020-04-02,Synthetic_Pharma_Product_A,West,2114,41.32,18986.18,0,17593,Thursday
2020-04-03,Synthetic_Pharma_Product_A,South,2069,39.49,19122.23,0,18102,Friday
2020-04-04,Synthetic_Pharma_Product_A,East,1878,35.47,25098.54,0,15495,Saturday
2020-04-05,Synthetic_Pharma_Product_A,East,1718,41.71,17571.17,0,19852,Sunday
2020-04-06,Synthetic_Pharma_Product_A,East,1722,41.57,19255.6,0,16717,Monday
2020-04-07,Synthetic_Pharma_Product_A,East,1856,47.3,20735.53,0,17429,Tuesday
2020-04-08,Synthetic_Pharma_Product_A,East,1954,44.21,18839.74,0,15514,Wednesday
2020-04-09,Synthetic_Pharma_Product_A,South,2243,38.42,15991.05,1,12394,Thursday
2020-04-10,Synthetic_Pharma_Product_A,South,1726,48.49,18873.4,0,17522,Friday
2020-04-11,Synthetic_Pharma_Product_A,West,1866,46.27,22831.34,0,24000,Saturday
2020-04-12,Synthetic_Pharma_Product_A,North,1730,44.04,13380.68,1,20762,Sunday
2020-04-13,Synthetic_Pharma_Product_A,East,1849,41.21,18598.36,0,17952,Monday
2020-04-14,Synthetic_Pharma_Product_A,North,2442,38.64,14849.46,1,18143,Tuesday
2020-04-15,Synthetic_Pharma_Product_A,East,2317,40.7,23377.71,0,18056,Wednesday
2020-04-16,Synthetic_Pharma_Product_A,West,1915,45.81,11145.66,1,20168,Thursday
2020-04-17,Synthetic_Pharma_Product_A,North,1764,48.6,15484.85,0,15048,Friday
2020-04-18,Synthetic_Pharma_Product_A,North,1967,47.4,19697.45,1,21586,Saturday
2020-04-19,Synthetic_Pharma_Product_A,North,1823,40.29,25044.86,0,19788,Sunday
2020-04-20,Synthetic_Pharma_Product_A,East,2344,38.08,17704.12,1,20595,Monday
2020-04-21,Synthetic_Pharma_Product_A,West,2000,42.49,15501.6,0,19096,Tuesday
2020-04-22,Synthetic_Pharma_Product_A,North,2562,35.81,26465.21,0,18049,Wednesday
2020-04-23,Synthetic_Pharma_Product_A,East,2097,43.13,11483.94,1,20482,Thursday
2020-04-24,Synthetic_Pharma_Product_A,South,1632,41.48,8105.37,0,19480,Friday
2020-04-25,Synthetic_Pharma_Product_A,South,2023,40.37,19980.07,0,17115,Saturday
2020-04-26,Synthetic_Pharma_Product_A,West,1776,36.42,15740.76,0,16566,Sunday
2020-04-27,Synthetic_Pharma_Product_A,South,1745,43.8,13404.45,0,18255,Monday
2020-04-28,Synthetic_Pharma_Product_A,South,2131,40.14,21187.6,0,21873,Tuesday
2020-04-29,Synthetic_Pharma_Product_A,North,2294,37.91,19097.1,0,14902,Wednesday
2020-04-30,Synthetic_Pharma_Product_A,North,2606,34.0,15461.65,1,15131,Thursday
2020-05-01,Synthetic_Pharma_Product_A,North,1868,41.9,12238.63,0,18412,Friday
2020-05-02,Synthetic_Pharma_Product_A,North,1653,48.2,21926.06,0,18127,Saturday
2020-05-03,Synthetic_Pharma_Product_A,East,1858,47.81,20925.91,1,19233,Sunday
2020-05-04,Synthetic_Pharma_Product_A,South,2386,40.4,17553.71,1,19410,Monday
2020-05-05,Synthetic_Pharma_Product_A,East,1959,39.89,26309.87,0,17442,Tuesday
2020-05-06,Synthetic_Pharma_Product_A,North,1761,43.64,13184.62,0,21725,Wednesday
2020-05-07,Synthetic_Pharma_Product_A,South,1939,38.51,11135.14,0,13998,Thursday
2020-05-08,Synthetic_Pharma_Product_A,East,1727,43.06,14886.41,0,15929,Friday
2020-05-09,Synthetic_Pharma_Product_A,West,1684,44.68,17794.86,0,17742,Saturday
2020-05-10,Synthetic_Pharma_Product_A,North,1595,46.29,19095.03,0,13892,Sunday
2020-05-11,Synthetic_Pharma_Product_A,West,2146,41.65,16914.44,0,17560,Monday
2020-05-12,Synthetic_Pharma_Product_A,East,2203,41.29,19584.25,0,22154,Tuesday
2020-05-13,Synthetic_Pharma_Product_A,East,2194,38.93,12368.07,1,18852,Wednesday
2020-05-14,Synthetic_Pharma_Product_A,South,2573,39.11,24496.94,1,19377,Thursday
2020-05-15,Synthetic_Pharma_Product_A,North,1980,41.21,17630.32,0,14850,Friday
2020-05-16,Synthetic_Pharma_Product_A,North,1746,43.29,23027.83,0,16459,Saturday
2020-05-17,Synthetic_Pharma_Product_A,East,1687,45.2,19542.26,0,17062,Sunday
2020-05-18,Synthetic_Pharma_Product_A,South,2038,39.19,20055.39,0,17206,Monday
2020-05-19,Synthetic_Pharma_Product_A,West,1718,47.22,20563.95,0,21204,Tuesday
2020-05-20,Synthetic_Pharma_Product_A,South,2123,41.05,20014.69,0,19394,Wednesday
2020-05-21,Synthetic_Pharma_Product_A,North,2441,41.93,20892.25,1,16021,Thursday
2020-05-22,Synthetic_Pharma_Product_A,East,2480,39.38,23981.19,1,19416,Friday
2020-05-23,Synthetic_Pharma_Product_A,South,2427,34.0,18884.35,1,20046,Saturday
2020-05-24,Synthetic_Pharma_Product_A,East,1634,45.09,21190.52,0,20850,Sunday
2020-05-25,Synthetic_Pharma_Product_A,East,1902,44.58,17596.19,0,21951,Monday
2020-05-26,Synthetic_Pharma_Product_A,West,2257,41.02,24480.53,0,15462,Tuesday
2020-05-27,Synthetic_Pharma_Product_A,West,2194,42.23,14956.23,1,16773,Wednesday
2020-05-28,Synthetic_Pharma_Product_A,East,2483,43.81,26104.23,1,15656,Thursday
2020-05-29,Synthetic_Pharma_Product_A,East,2107,36.53,17819.29,0,17415,Friday
2020-05-30,Synthetic_Pharma_Product_A,West,1635,40.15,11561.51,0,19166,Saturday
2020-05-31,Synthetic_Pharma_Product_A,South,1641,44.78,18576.47,0,20468,Sunday
2020-06-01,Synthetic_Pharma_Product_A,North,1970,37.61,14935.27,0,17810,Monday
2020-06-02,Synthetic_Pharma_Product_A,South,2332,43.03,21782.9,1,18000,Tuesday
2020-06-03,Synthetic_Pharma_Product_A,North,1898,37.25,15063.19,0,18379,Wednesday
2020-06-04,Synthetic_Pharma_Product_A,East,1817,43.63,15992.17,0,15912,Thursday
2020-06-05,Synthetic_Pharma_Product_A,East,1746,41.88,9497.07,0,23224,Friday
2020-06-06,Synthetic_Pharma_Product_A,East,2138,36.35,15964.62,1,14781,Saturday
2020-06-07,Synthetic_Pharma_Product_A,North,1617,46.08,8000.0,1,19262,Sunday
2020-06-08,Synthetic_Pharma_Product_A,East,2184,39.43,10872.44,1,23859,Monday
2020-06-09,Synthetic_Pharma_Product_A,South,2213,39.16,21421.87,0,18017,Tuesday
2020-06-10,Synthetic_Pharma_Product_A,East,2128,42.7,21536.1,0,17525,Wednesday
2020-06-11,Synthetic_Pharma_Product_A,East,1802,46.02,19914.56,0,17106,Thursday
2020-06-12,Synthetic_Pharma_Product_A,South,1857,38.44,13648.61,0,17549,Friday
2020-06-13,Synthetic_Pharma_Product_A,North,1886,42.22,17785.3,1,22232,Saturday
2020-06-14,Synthetic_Pharma_Product_A,North,1635,43.5,17983.79,0,12470,Sunday
2020-06-15,Synthetic_Pharma_Product_A,West,2012,44.43,12787.36,1,22634,Monday
2020-06-16,Synthetic_Pharma_Product_A,West,2361,42.62,24765.29,1,15240,Tuesday
2020-06-17,Synthetic_Pharma_Product_A,East,1970,40.72,21948.13,0,17333,Wednesday
2020-06-18,Synthetic_Pharma_Product_A,North,1998,39.1,17005.66,0,16927,Thursday
2020-06-19,Synthetic_Pharma_Product_A,South,2296,42.3,18120.99,1,20271,Friday
2020-06-20,Synthetic_Pharma_Product_A,East,2235,38.25,18937.72,1,14805,Saturday
2020-06-21,Synthetic_Pharma_Product_A,West,1700,34.0,8812.19,0,19155,Sunday
2020-06-22,Synthetic_Pharma_Product_A,North,1843,43.53,16887.7,0,23061,Monday
2020-06-23,Synthetic_Pharma_Product_A,North,1685,45.16,14931.07,0,14592,Tuesday
2020-06-24,Synthetic_Pharma_Product_A,East,2463,34.0,13492.71,1,19274,Wednesday
2020-06-25,Synthetic_Pharma_Product_A,South,1965,38.47,16735.05,0,16345,Thursday
2020-06-26,Synthetic_Pharma_Product_A,North,2135,44.17,26089.59,0,19065,Friday
2020-06-27,Synthetic_Pharma_Product_A,North,1361,49.2,20883.79,0,18048,Saturday
2020-06-28,Synthetic_Pharma_Product_A,East,1632,42.07,15429.69,0,16396,Sunday
2020-06-29,Synthetic_Pharma_Product_A,West,2148,39.45,20576.62,0,19220,Monday
2020-06-30,Synthetic_Pharma_Product_A,West,2154,41.36,24297.1,0,22511,Tuesday
2020-07-01,Synthetic_Pharma_Product_A,East,2177,46.81,22160.85,0,17523,Wednesday
2020-07-02,Synthetic_Pharma_Product_A,East,2084,39.74,18268.34,0,19799,Thursday
2020-07-03,Synthetic_Pharma_Product_A,North,1874,39.2,15088.78,0,14767,Friday
2020-07-04,Synthetic_Pharma_Product_A,East,1831,40.31,21142.0,0,15609,Saturday
2020-07-05,Synthetic_Pharma_Product_A,South,1966,38.66,19770.68,1,19981,Sunday
2020-07-06,Synthetic_Pharma_Product_A,East,2025,42.43,22028.37,0,21710,Monday
2020-07-07,Synthetic_Pharma_Product_A,South,1724,47.69,20858.27,0,18889,Tuesday
2020-07-08,Synthetic_Pharma_Product_A,North,2446,43.13,22722.99,1,18017,Wednesday
2020-07-09,Synthetic_Pharma_Product_A,North,1865,41.12,15591.44,0,17998,Thursday
2020-07-10,Synthetic_Pharma_Product_A,South,2115,40.98,23928.27,0,14874,Friday
2020-07-11,Synthetic_Pharma_Product_A,North,1834,36.53,18889.2,0,19511,Saturday
2020-07-12,Synthetic_Pharma_Product_A,North,1993,45.09,27338.67,0,20206,Sunday
2020-07-13,Synthetic_Pharma_Product_A,West,1848,41.73,14898.65,0,16870,Monday
2020-07-14,Synthetic_Pharma_Product_A,South,2354,41.37,25811.84,0,16825,Tuesday
2020-07-15,Synthetic_Pharma_Product_A,East,1773,50.0,18890.6,0,18665,Wednesday
2020-07-16,Synthetic_Pharma_Product_A,West,1893,43.05,15068.62,0,16908,Thursday
2020-07-17,Synthetic_Pharma_Product_A,West,2021,39.37,15822.51,0,17835,Friday
2020-07-18,Synthetic_Pharma_Product_A,East,1766,40.51,16558.44,0,23249,Saturday
2020-07-19,Synthetic_Pharma_Product_A,West,1408,46.02,19908.75,0,17382,Sunday
2020-07-20,Synthetic_Pharma_Product_A,South,1948,42.4,20352.76,0,17104,Monday
2020-07-21,Synthetic_Pharma_Product_A,South,2139,36.97,15418.35,0,16381,Tuesday
2020-07-22,Synthetic_Pharma_Product_A,South,2108,45.22,17890.4,1,20660,Wednesday
2020-07-23,Synthetic_Pharma_Product_A,East,2094,39.66,27640.22,0,17547,Thursday
2020-07-24,Synthetic_Pharma_Product_A,East,1859,48.56,25773.94,0,16377,Friday
2020-07-25,Synthetic_Pharma_Product_A,South,1809,45.78,19963.46,0,21303,Saturday
2020-07-26,Synthetic_Pharma_Product_A,North,1887,40.43,18171.02,0,21549,Sunday
2020-07-27,Synthetic_Pharma_Product_A,East,1778,46.48,18540.14,0,16499,Monday
2020-07-28,Synthetic_Pharma_Product_A,North,2405,42.24,20760.83,1,14134,Tuesday
2020-07-29,Synthetic_Pharma_Product_A,East,1957,44.98,13397.43,1,21319,Wednesday
2020-07-30,Synthetic_Pharma_Product_A,East,1653,43.7,16841.81,0,16288,Thursday
2020-07-31,Synthetic_Pharma_Product_A,East,2035,39.04,10491.37,1,20777,Friday
2020-08-01,Synthetic_Pharma_Product_A,West,1969,39.75,19796.5,0,13075,Saturday
2020-08-02,Synthetic_Pharma_Product_A,West,1606,45.6,20912.38,0,20231,Sunday
2020-08-03,Synthetic_Pharma_Product_A,South,1881,40.83,15825.66,0,14972,Monday
2020-08-04,Synthetic_Pharma_Product_A,East,2442,40.59,25082.94,1,20627,Tuesday
2020-08-05,Synthetic_Pharma_Product_A,East,2106,38.66,12484.05,0,18036,Wednesday
2020-08-06,Synthetic_Pharma_Product_A,North,1895,43.48,11410.31,0,15615,Thursday
2020-08-07,Synthetic_Pharma_Product_A,North,1930,49.22,19010.03,0,16982,Friday
2020-08-08,Synthetic_Pharma_Product_A,South,1879,38.26,22711.94,0,19716,Saturday
2020-08-09,Synthetic_Pharma_Product_A,South,1864,42.08,25577.67,0,18265,Sunday
2020-08-10,Synthetic_Pharma_Product_A,East,1530,46.94,15935.02,0,19461,Monday
2020-08-11,Synthetic_Pharma_Product_A,West,2192,41.72,22854.06,0,22941,Tuesday
2020-08-12,Synthetic_Pharma_Product_A,North,1720,43.58,17826.71,0,14089,Wednesday
2020-08-13,Synthetic_Pharma_Product_A,North,2037,38.28,17223.18,0,22043,Thursday
