record_id,region,product,sales_channel,quarter,sales_rep_count,marketing_spend_usd,doctor_visits,samples_distributed,prior_month_sales_usd,competitor_index,stock_availability,discount_pct,market_potential_index,monthly_sales_usd
10226,South,Respira,Specialty Pharmacy,Q2,12,46372.7,157,7115,443302.59,0.75,0.749,12.59,1.44,709579.57
10227,Central,DiabeSafe,Specialty Pharmacy,Q2,35,12215.03,319,10090,104128.44,0.72,0.879,2.02,1.36,693641.24
10228,South,CardioCare,Hospital,Q4,11,12412.31,414,7297,385038.57,1.41,0.869,15.29,1.06,959913.54
10229,Central,OncoPlus,Specialty Pharmacy,Q2,64,150996.58,226,11488,189180.97,0.74,0.848,9.59,0.91,1120796.0
10230,West,DiabeSafe,Hospital,Q4,50,134460.84,355,9228,528539.32,0.78,0.831,8.48,0.83,1244808.17
10231,West,CardioCare,Clinic,Q1,21,70356.98,100,8178,294081.38,1.42,0.841,17.66,0.62,470913.43
10232,East,NeuroCalm,Retail Pharmacy,Q4,69,128712.9,237,6198,646704.18,1.21,0.879,13.33,0.61,740734.7
10233,East,Immunex,Specialty Pharmacy,Q4,48,77185.01,21,1773,87350.27,1.18,0.721,2.12,1.19,414840.39
10234,East,Respira,Retail Pharmacy,Q3,20,171992.46,197,11659,513815.67,1.32,0.793,13.62,0.76,887161.76
10235,North,NeuroCalm,Retail Pharmacy,Q2,67,174398.96,415,7153,447695.07,0.65,0.865,1.71,0.75,892184.57
10236,West,CardioCare,Retail Pharmacy,Q1,44,76774.94,390,11741,505849.27,1.19,0.922,0.49,1.5,831636.62
10237,South,NeuroCalm,Specialty Pharmacy,Q4,33,155217.72,365,1596,220668.47,1.0,0.769,7.27,0.69,810831.17
10238,North,Immunex,Hospital,Q1,73,141425.14,298,9997,335073.78,1.3,0.873,17.88,0.65,1219450.38
10239,West,CardioCare,Hospital,Q3,61,62699.99,165,9607,523835.28,1.01,0.92,3.15,0.6,908648.86
10240,North,NeuroCalm,Hospital,Q2,9,49446.77,337,11773,174175.63,1.11,0.844,12.11,1.08,621140.23
10241,Central,Respira,Hospital,Q4,68,87899.89,243,8502,170140.58,0.98,0.728,3.12,1.13,715591.86
10242,Central,Respira,Clinic,Q2,35,142829.3,388,4747,371651.59,0.98,0.846,13.05,0.87,707289.15
10243,Central,DiabeSafe,Hospital,Q3,65,173228.52,403,9720,354609.42,1.24,0.803,9.1,1.04,1268624.21
10244,South,NeuroCalm,Clinic,Q3,8,139808.44,81,5814,205002.73,1.12,0.98,12.24,1.29,474269.56
10245,North,OncoPlus,Hospital,Q1,45,155385.19,313,10669,214806.9,1.12,0.755,3.65,1.32,1316573.5
10246,Central,NeuroCalm,Hospital,Q4,47,112520.93,258,3854,202264.0,0.96,0.903,13.42,1.46,790343.98
10247,South,CardioCare,Specialty Pharmacy,Q1,40,152019.33,214,11203,508337.48,1.03,0.735,17.92,1.32,1075313.65
10248,Central,CardioCare,Retail Pharmacy,Q3,76,143351.55,185,770,434178.54,1.22,0.845,11.98,1.06,693860.63
10249,Central,NeuroCalm,Retail Pharmacy,Q2,54,74087.54,241,1686,546098.65,1.29,0.875,8.88,0.68,569771.83
10250,Central,Immunex,Retail Pharmacy,Q1,76,103838.35,80,13247,634793.28,1.18,0.803,16.62,0.6,874488.54
10251,South,Respira,Specialty Pharmacy,Q1,46,146808.03,148,12892,323981.86,1.38,0.847,0.29,0.55,706298.98
10252,South,CardioCare,Hospital,Q2,47,17829.64,192,12456,71350.21,1.29,0.766,13.14,1.17,398353.83
10253,Central,Respira,Clinic,Q1,15,147373.48,175,14498,59817.23,1.06,0.805,16.0,1.31,549263.37
10254,South,CardioCare,Clinic,Q2,19,40240.98,424,6805,213312.32,1.15,0.894,1.11,1.01,607295.46
10255,North,DiabeSafe,Retail Pharmacy,Q4,26,97496.21,397,2898,608177.65,1.38,0.805,8.1,0.55,970292.99
10256,East,OncoPlus,Hospital,Q2,52,147406.82,129,13221,354392.09,1.11,0.972,3.68,1.04,1174778.14
10257,Central,CardioCare,Specialty Pharmacy,Q4,22,53149.58,288,7495,198507.64,1.29,0.896,10.2,1.44,719709.96
10258,West,Respira,Hospital,Q2,21,51787.26,430,12927,277483.41,1.17,0.843,11.69,1.1,964983.97
10259,East,DiabeSafe,Hospital,Q3,51,78469.95,375,14282,401128.97,1.05,0.731,5.45,1.31,1069655.36
10260,North,CardioCare,Hospital,Q3,38,162089.28,410,7799,434828.79,0.77,0.86,8.28,1.3,1302168.61
10261,East,Immunex,Retail Pharmacy,Q4,20,10075.27,297,4682,125430.1,0.93,0.934,5.03,1.43,560204.03
10262,Central,OncoPlus,Clinic,Q4,29,163235.13,93,10403,635759.64,1.42,0.794,6.65,1.27,979707.28
10263,North,CardioCare,Specialty Pharmacy,Q3,51,36147.19,226,2730,367758.78,1.14,0.946,2.87,1.25,701828.11
10264,East,DiabeSafe,Specialty Pharmacy,Q4,4,178314.68,407,7011,114126.76,1.06,0.791,15.94,0.73,1014200.78
10265,Central,Immunex,Retail Pharmacy,Q2,55,172323.99,298,628,584053.86,1.39,0.951,0.18,0.56,1073581.56
10266,West,NeuroCalm,Retail Pharmacy,Q2,71,94094.78,394,9961,76275.83,1.08,0.744,15.88,1.02,619607.46
10267,West,DiabeSafe,Retail Pharmacy,Q3,28,97162.44,345,4172,592795.97,1.02,0.963,10.29,0.62,828621.27
10268,West,DiabeSafe,Clinic,Q1,4,91863.39,359,10293,647870.71,1.23,0.86,5.97,1.46,895366.79
10269,South,Immunex,Hospital,Q2,22,118025.42,376,5265,464267.72,1.19,0.803,13.02,0.79,1244042.56
10270,South,DiabeSafe,Clinic,Q4,76,25422.69,359,4470,507677.28,0.72,0.794,9.14,1.35,826628.33
10271,West,Immunex,Retail Pharmacy,Q1,45,15545.05,223,8045,239127.76,0.97,0.841,8.98,0.89,583589.65
10272,West,CardioCare,Retail Pharmacy,Q1,67,19809.5,180,12936,613777.65,0.98,1.0,1.98,0.82,622558.42
10273,Central,Immunex,Specialty Pharmacy,Q2,66,85542.11,47,13772,358422.66,0.89,0.782,7.01,1.44,740336.53
10274,Central,Immunex,Retail Pharmacy,Q2,34,56843.15,411,13639,484080.84,1.02,0.749,4.34,0.86,1037995.89
10275,East,OncoPlus,Clinic,Q1,55,115746.73,276,6052,602946.78,0.92,0.884,0.28,0.89,917692.93
10276,East,Immunex,Clinic,Q1,1,178715.19,184,1127,634611.59,0.73,0.857,6.48,0.61,745089.61
10277,West,Immunex,Retail Pharmacy,Q3,72,75674.94,82,12489,546586.7,0.92,0.867,1.62,1.17,827224.76
10278,West,NeuroCalm,Hospital,Q4,38,107553.01,41,14280,217870.85,0.62,0.907,4.62,0.79,540221.27
10279,West,CardioCare,Retail Pharmacy,Q3,6,80652.66,89,7089,629259.46,1.07,0.795,1.67,1.09,728487.75
10280,West,OncoPlus,Clinic,Q2,25,154036.18,400,2544,419434.11,1.32,0.975,1.82,1.09,962953.75
10281,Central,NeuroCalm,Hospital,Q3,17,163380.19,424,12244,606998.34,1.2,0.842,3.58,1.22,1245538.61
10282,South,Respira,Retail Pharmacy,Q3,61,159150.45,115,13671,449185.12,0.87,0.756,18.0,1.25,820401.2
10283,South,CardioCare,Retail Pharmacy,Q3,12,175643.28,182,2841,220488.16,0.63,0.928,0.04,1.01,667358.74
10284,North,CardioCare,Specialty Pharmacy,Q3,6,14678.26,98,6384,259415.2,0.73,0.9,11.5,0.83,378930.18
10285,East,Respira,Hospital,Q4,27,152768.75,24,11906,371292.5,1.04,0.808,2.54,1.34,881912.83
10286,North,Immunex,Specialty Pharmacy,Q4,8,137801.27,335,8685,519809.2,0.74,0.894,16.57,0.81,1244557.44
10287,East,NeuroCalm,Clinic,Q1,65,48878.05,139,749,227149.18,1.04,0.782,1.69,1.01,265464.85
10288,East,DiabeSafe,Hospital,Q2,57,172574.42,321,3425,389433.32,0.76,0.845,17.19,0.9,1297695.75
10289,South,OncoPlus,Hospital,Q3,40,35190.25,197,5543,244287.5,1.31,0.972,11.0,1.36,885342.87
10290,East,DiabeSafe,Clinic,Q1,14,125523.49,195,1474,535777.03,0.91,0.757,0.02,0.93,736973.69
10291,North,Respira,Hospital,Q1,35,48231.34,409,10017,319371.42,0.77,0.828,16.09,0.89,869697.0
10292,North,CardioCare,Clinic,Q1,48,83334.71,236,7692,77568.15,1.28,0.95,9.39,1.19,603616.07
10293,West,CardioCare,Retail Pharmacy,Q4,56,132257.18,75,9675,132952.56,0.86,0.991,4.73,1.1,507221.04
10294,South,OncoPlus,Hospital,Q3,49,105765.19,385,9580,67884.89,0.65,0.847,13.81,0.61,1126312.71
10295,North,CardioCare,Clinic,Q3,13,82675.31,206,11629,339567.83,1.06,0.862,16.68,1.01,629304.87
10296,East,CardioCare,Retail Pharmacy,Q2,61,65477.53,251,10809,95929.12,1.07,0.88,8.71,1.24,669894.08
10297,West,OncoPlus,Retail Pharmacy,Q3,49,152742.14,274,3172,100766.78,1.19,0.981,5.68,1.49,948640.37
10298,North,NeuroCalm,Retail Pharmacy,Q3,46,34448.44,432,13662,613449.92,0.77,0.96,14.2,1.13,803031.54
10299,West,NeuroCalm,Retail Pharmacy,Q1,62,83117.49,123,7779,571046.14,0.95,0.768,12.27,0.87,563274.67
10300,North,OncoPlus,Hospital,Q2,8,163638.79,96,8031,310293.69,0.8,0.842,16.0,0.73,1153319.34
10301,North,Respira,Retail Pharmacy,Q3,43,153794.42,249,10018,641199.3,0.62,0.85,12.47,1.37,964575.38
10302,East,CardioCare,Clinic,Q4,20,78160.1,421,9162,30115.65,1.34,0.941,4.38,1.31,552161.48
10303,East,CardioCare,Hospital,Q3,39,139728.42,277,2487,410667.26,1.21,0.889,16.77,0.73,969061.99
10304,West,Respira,Retail Pharmacy,Q1,49,149937.34,283,590,412185.47,0.82,0.903,1.89,0.7,687169.21
10305,West,NeuroCalm,Hospital,Q4,64,161110.86,350,9221,313614.69,1.09,0.999,4.82,1.22,926138.59
10306,Central,Immunex,Specialty Pharmacy,Q1,62,102565.98,201,13448,276107.74,0.73,0.741,9.36,0.81,982752.69
10307,East,Immunex,Hospital,Q3,54,44758.35,400,4559,312337.54,1.35,0.782,10.18,0.81,986132.66
10308,South,Immunex,Clinic,Q4,9,53402.54,275,13526,287275.47,0.65,0.834,0.28,0.65,644918.2
10309,West,NeuroCalm,Retail Pharmacy,Q2,37,60268.09,57,3273,482905.34,0.55,0.817,14.05,0.76,459156.33
10310,South,NeuroCalm,Hospital,Q2,49,110946.42,195,13659,113920.37,1.0,0.726,6.51,0.93,656777.89
10311,South,Respira,Hospital,Q4,41,15577.64,46,10378,152536.32,1.07,0.746,7.32,1.23,294832.04
10312,North,CardioCare,Hospital,Q4,17,118127.22,295,8883,141921.3,1.07,0.911,14.57,0.84,928058.09
10313,North,Respira,Retail Pharmacy,Q1,21,71940.22,159,10678,192731.76,0.6,0.966,6.83,0.83,459595.45
10314,Central,Respira,Hospital,Q4,51,60191.11,318,12315,355660.22,0.83,0.864,0.85,0.78,815404.34
10315,West,NeuroCalm,Specialty Pharmacy,Q1,59,159514.42,306,7909,98949.42,1.0,0.871,3.18,0.98,715534.48
10316,West,Immunex,Retail Pharmacy,Q3,39,88200.41,110,10877,568264.96,0.74,0.791,17.21,0.68,816676.91
10317,South,DiabeSafe,Hospital,Q1,55,26159.02,80,4940,214364.15,1.34,0.935,1.27,0.99,496882.06
10318,North,CardioCare,Retail Pharmacy,Q4,41,150546.95,384,7847,130773.55,0.63,0.931,6.39,1.2,810715.49
10319,North,NeuroCalm,Specialty Pharmacy,Q4,39,18099.01,366,1508,448885.21,0.99,0.885,9.06,0.53,653677.99
10320,South,Immunex,Hospital,Q3,13,133547.37,182,4283,53613.51,1.17,0.78,8.88,0.51,681380.99
10321,East,DiabeSafe,Hospital,Q4,64,141564.06,370,7146,414380.51,0.79,0.747,0.07,0.58,1250510.97
10322,West,DiabeSafe,Hospital,Q4,11,69942.44,162,4798,462883.03,1.11,0.738,9.02,1.04,750073.58
10323,West,NeuroCalm,Specialty Pharmacy,Q2,19,150213.94,419,5168,163248.25,1.3,0.886,6.91,1.35,775521.89
10324,South,OncoPlus,Specialty Pharmacy,Q2,11,97662.1,272,4787,56017.73,0.72,0.951,17.5,0.5,831421.71
10325,Central,CardioCare,Retail Pharmacy,Q3,77,88759.92,288,2552,255460.12,1.38,0.96,2.86,1.44,642816.13
10326,West,DiabeSafe,Clinic,Q1,46,17718.56,388,6509,91128.42,1.05,0.85,6.37,0.61,475654.21
10327,East,NeuroCalm,Specialty Pharmacy,Q2,45,59304.96,310,12000,102216.27,0.82,0.94,7.55,1.34,609844.53
10328,East,NeuroCalm,Retail Pharmacy,Q1,1,168271.7,206,2216,187641.96,0.94,0.985,7.03,0.98,568766.93
10329,South,Immunex,Clinic,Q4,40,76610.07,424,810,213190.11,0.83,0.797,11.98,1.16,762087.93
10330,South,OncoPlus,Hospital,Q2,19,102939.09,433,14891,358581.61,1.2,0.831,3.88,1.01,1455231.12
10331,South,CardioCare,Hospital,Q3,76,100443.69,323,5038,450602.97,1.27,0.981,3.98,0.98,1046865.71
10332,West,Respira,Hospital,Q3,72,110373.29,310,1760,397517.98,1.3,0.815,13.13,1.33,842251.15
10333,North,Immunex,Hospital,Q3,72,20426.26,105,13657,121983.41,1.44,0.976,9.01,1.26,581888.3
10334,North,DiabeSafe,Retail Pharmacy,Q2,61,71569.96,185,4432,136693.34,1.26,0.995,7.47,0.98,505683.04
10335,North,DiabeSafe,Clinic,Q1,12,132931.81,434,11960,574836.93,1.09,0.905,3.05,0.61,976423.28
10336,North,Immunex,Hospital,Q4,61,44095.24,427,1084,376178.44,0.86,0.949,3.38,0.62,957341.58
10337,Central,NeuroCalm,Hospital,Q1,33,44608.32,133,14382,569361.46,1.04,0.93,0.19,1.3,666721.84
10338,West,DiabeSafe,Retail Pharmacy,Q1,45,11715.4,375,11491,260358.84,0.59,0.916,1.65,1.03,725075.74
10339,East,OncoPlus,Clinic,Q4,69,84371.93,435,14325,410928.0,1.22,0.806,10.02,0.98,1141468.57
10340,North,CardioCare,Hospital,Q4,8,160064.84,202,8116,354671.32,0.95,0.736,16.05,1.18,1016957.42
10341,East,OncoPlus,Retail Pharmacy,Q2,25,18823.16,226,9051,227856.56,0.57,0.816,5.17,1.36,698945.56
10342,East,DiabeSafe,Hospital,Q2,46,42490.18,275,14511,321347.53,0.61,0.907,5.9,1.13,982033.67
10343,North,Respira,Hospital,Q2,30,62714.37,254,3366,341544.34,0.9,0.749,2.08,1.26,727596.28
10344,South,CardioCare,Clinic,Q2,47,134393.21,374,14865,154478.0,1.08,0.723,7.0,1.27,785940.69
10345,South,CardioCare,Clinic,Q2,49,118908.05,22,6398,225306.43,0.97,0.759,0.67,0.86,416820.27
10346,East,Immunex,Hospital,Q4,47,80710.46,227,2511,520674.05,1.11,0.92,16.52,0.77,996568.25
10347,West,Immunex,Clinic,Q1,18,139041.72,216,6751,597788.71,0.98,0.992,12.12,1.3,829742.34
10348,North,Respira,Retail Pharmacy,Q2,66,113637.27,360,5439,253072.34,1.15,0.995,17.83,0.88,747907.09
10349,South,NeuroCalm,Clinic,Q2,68,162326.94,144,4506,220322.81,0.75,0.858,15.89,1.4,547722.53
10350,West,CardioCare,Retail Pharmacy,Q1,33,149064.55,157,2125,151022.24,0.65,0.963,8.51,0.57,637446.24
10351,East,Respira,Retail Pharmacy,Q2,36,52978.31,358,11456,450664.52,1.09,0.926,9.35,0.56,675658.46
10352,Central,Immunex,Retail Pharmacy,Q1,19,56144.56,44,1390,230321.82,0.99,0.86,3.43,1.43,474434.8
10353,West,Immunex,Specialty Pharmacy,Q1,28,31310.6,87,14779,642404.71,0.57,0.88,8.32,1.15,967090.61
10354,North,CardioCare,Hospital,Q4,40,67284.0,80,6578,231924.58,0.89,0.758,16.25,0.88,533636.3
10355,North,OncoPlus,Hospital,Q3,76,179922.47,48,13747,274364.35,0.65,0.983,0.92,1.26,1167174.97
10356,West,DiabeSafe,Hospital,Q4,15,78977.7,402,14256,404067.2,1.03,0.819,15.54,1.17,1253372.76
10357,North,Immunex,Specialty Pharmacy,Q3,41,47483.03,38,7536,527044.26,0.91,0.845,6.14,1.03,681613.21
10358,East,NeuroCalm,Hospital,Q3,39,139622.09,190,14249,321101.57,1.1,0.908,16.19,0.6,826801.49
10359,Central,NeuroCalm,Specialty Pharmacy,Q3,2,102220.07,93,9423,292046.74,1.28,0.813,16.94,1.31,585612.6
10360,East,Immunex,Clinic,Q2,63,35432.25,80,4461,647295.46,0.82,0.791,12.08,1.37,633820.08
10361,South,OncoPlus,Hospital,Q4,29,74717.25,446,13393,36506.06,1.42,0.897,11.96,0.67,1118388.04
10362,West,OncoPlus,Specialty Pharmacy,Q3,74,80459.85,172,3004,584940.48,1.03,0.727,8.15,1.35,1152004.34
10363,South,Respira,Retail Pharmacy,Q1,66,138151.05,295,9306,122467.31,1.11,0.922,15.04,1.38,647759.02
10364,East,NeuroCalm,Clinic,Q2,51,13514.13,67,4306,517273.67,1.16,0.864,17.31,1.05,310029.69
10365,Central,Respira,Hospital,Q4,75,55733.34,230,6600,413117.57,1.15,0.89,13.95,1.16,849951.95
10366,South,NeuroCalm,Specialty Pharmacy,Q3,77,97991.37,362,2219,241945.32,1.01,0.897,11.19,0.88,840689.13
10367,Central,DiabeSafe,Specialty Pharmacy,Q1,10,55703.95,427,13461,571802.47,0.94,0.868,10.92,0.78,1155998.57
10368,Central,DiabeSafe,Clinic,Q4,14,116833.79,158,14058,38002.48,0.6,0.883,15.29,1.22,653544.5
10369,North,CardioCare,Specialty Pharmacy,Q4,51,91917.47,129,7186,170548.2,0.57,0.911,9.74,1.36,646951.47
10370,North,Respira,Retail Pharmacy,Q2,73,71490.74,202,2087,381473.53,0.87,0.931,14.47,1.15,560345.8
10371,North,Immunex,Retail Pharmacy,Q4,39,171365.47,47,7500,247956.2,0.85,0.924,9.16,1.01,800227.81
10372,North,Respira,Clinic,Q2,28,117467.11,216,10303,408434.05,0.9,0.963,1.12,0.66,620612.86
10373,North,Immunex,Retail Pharmacy,Q3,3,32090.03,210,1396,44948.32,0.67,0.773,6.91,0.55,467654.77
10374,West,OncoPlus,Hospital,Q2,70,105215.59,334,6058,102204.54,1.21,0.832,8.0,0.95,1096162.16
10375,North,Respira,Clinic,Q1,27,142724.42,408,8969,108799.67,1.32,0.985,2.55,0.55,543301.82
10376,South,OncoPlus,Specialty Pharmacy,Q2,2,130443.25,70,5147,147355.86,1.39,0.831,1.84,1.07,726240.48
10377,West,DiabeSafe,Specialty Pharmacy,Q1,38,39255.17,168,10328,314785.49,0.99,0.755,9.64,0.88,748036.58
10378,North,DiabeSafe,Hospital,Q2,3,175311.4,287,10850,496319.79,1.18,0.867,1.53,1.26,1261621.18
10379,West,CardioCare,Retail Pharmacy,Q4,16,86298.32,69,2932,591434.08,1.32,0.751,5.45,0.81,586300.31
10380,South,Respira,Retail Pharmacy,Q3,40,37034.25,407,4404,547930.97,0.93,0.777,13.4,1.09,774541.49
10381,North,OncoPlus,Retail Pharmacy,Q1,2,40633.28,265,13548,152070.48,0.83,1.0,17.36,1.04,736275.11
10382,West,Immunex,Hospital,Q2,41,26699.95,132,11954,303513.34,1.39,0.872,12.92,0.5,674819.18
10383,West,DiabeSafe,Retail Pharmacy,Q2,12,146598.08,189,7337,153635.19,1.01,0.8,17.87,0.57,679681.64
10384,Central,DiabeSafe,Clinic,Q2,35,30745.18,185,1949,193972.53,1.0,0.999,12.57,0.79,368566.82
10385,West,Immunex,Hospital,Q4,65,31271.29,428,5000,342199.13,0.71,0.991,5.29,1.38,1128262.56
10386,West,OncoPlus,Clinic,Q4,55,154580.17,33,5954,72227.6,0.65,0.843,12.1,0.65,588271.65
10387,South,OncoPlus,Retail Pharmacy,Q1,45,68582.69,222,9924,165268.08,1.31,0.793,12.64,1.21,731334.37
10388,North,Respira,Clinic,Q1,79,15245.84,307,4617,609934.46,1.1,0.955,6.69,1.47,598598.36
10389,West,Respira,Specialty Pharmacy,Q4,62,18822.2,414,9369,318992.1,0.84,0.92,0.32,1.29,766720.37
10390,West,NeuroCalm,Retail Pharmacy,Q1,49,34168.98,208,11350,306139.65,0.72,0.912,12.66,0.74,457736.3
10391,Central,NeuroCalm,Specialty Pharmacy,Q3,25,46276.87,421,2528,39031.64,1.05,0.97,0.39,1.41,486678.63
10392,South,CardioCare,Clinic,Q3,23,123074.85,174,14019,183387.84,1.08,0.913,11.36,0.59,541281.94
10393,South,DiabeSafe,Retail Pharmacy,Q4,24,36745.47,74,14843,567101.31,0.74,0.799,2.95,0.97,618419.83
10394,West,Respira,Hospital,Q1,38,30208.65,201,7345,132069.63,1.32,0.914,10.18,1.39,537518.36
10395,South,OncoPlus,Specialty Pharmacy,Q2,28,140002.25,229,4258,287377.46,0.63,0.806,9.07,1.14,1139458.06
10396,Central,Immunex,Specialty Pharmacy,Q3,21,124079.4,395,6404,38885.16,0.87,0.933,0.24,0.91,884573.22
10397,Central,OncoPlus,Specialty Pharmacy,Q4,54,84005.12,94,5124,326568.0,1.16,0.894,6.53,0.79,810445.33
10398,South,DiabeSafe,Specialty Pharmacy,Q1,18,103382.66,296,10729,43033.09,0.8,0.742,10.82,0.88,741628.64
10399,West,NeuroCalm,Retail Pharmacy,Q4,36,63037.28,447,11341,538157.92,1.29,0.864,15.27,1.01,780615.51
10400,West,OncoPlus,Specialty Pharmacy,Q2,45,92025.07,152,14464,541409.34,1.22,0.816,16.0,0.82,1130414.99
10401,North,CardioCare,Hospital,Q3,73,96134.35,362,9348,518400.16,1.26,0.812,8.71,1.47,1235728.62
10402,Central,DiabeSafe,Retail Pharmacy,Q4,53,75830.34,444,665,205685.72,0.66,0.889,13.11,1.43,832521.42
10403,East,NeuroCalm,Hospital,Q4,30,164117.28,78,13636,549087.08,0.68,0.81,5.7,1.37,885985.59
10404,West,Immunex,Hospital,Q4,60,12730.52,364,5091,366658.84,0.81,0.938,6.16,0.92,888645.97
10405,South,NeuroCalm,Retail Pharmacy,Q2,32,142969.11,201,1089,261761.03,1.02,0.74,3.5,1.19,533915.11
10406,Central,CardioCare,Retail Pharmacy,Q4,67,31145.08,425,5024,417704.58,1.22,0.905,10.12,1.4,916959.96
10407,South,DiabeSafe,Specialty Pharmacy,Q2,67,145583.05,358,3321,37651.45,1.3,0.947,5.66,1.35,890749.65
10408,North,Immunex,Retail Pharmacy,Q2,28,114705.03,340,12950,118635.74,1.18,0.908,1.52,0.91,835955.78
10409,Central,CardioCare,Retail Pharmacy,Q2,44,153357.28,83,7009,490221.99,1.39,0.859,12.33,0.61,726050.7
10410,North,NeuroCalm,Hospital,Q3,79,26577.44,346,8193,181380.2,1.21,0.986,12.74,0.58,642224.41
10411,South,CardioCare,Retail Pharmacy,Q3,41,105026.71,279,9954,400765.65,0.83,0.804,6.48,1.08,870676.3
10412,Central,DiabeSafe,Hospital,Q4,63,95184.94,212,571,268763.61,0.79,0.725,1.38,1.14,772249.77
10413,Central,Respira,Hospital,Q4,23,130052.84,162,12208,559979.58,1.18,0.841,7.67,1.35,987214.84
10414,East,CardioCare,Retail Pharmacy,Q3,75,100829.39,123,13442,620497.49,0.72,0.729,7.96,0.79,972906.86
10415,West,CardioCare,Specialty Pharmacy,Q1,48,101924.88,425,4080,577810.13,0.63,0.987,12.04,0.67,1194880.63
10416,South,NeuroCalm,Retail Pharmacy,Q3,32,83031.31,233,8462,197784.4,1.03,0.779,5.68,0.88,583602.39
10417,South,NeuroCalm,Retail Pharmacy,Q2,57,62501.85,261,768,150380.98,1.29,0.941,12.29,0.85,460451.97
10418,South,Immunex,Retail Pharmacy,Q3,33,91984.94,450,10468,324149.63,0.64,0.937,15.69,0.63,943224.33
10419,West,NeuroCalm,Clinic,Q2,24,30143.7,228,2962,34547.17,1.26,0.781,4.27,1.17,289203.84
10420,West,OncoPlus,Retail Pharmacy,Q4,39,173457.27,112,9960,46001.82,1.28,0.894,17.62,1.01,779340.1
10421,West,DiabeSafe,Retail Pharmacy,Q1,34,131449.83,449,1515,373040.2,0.98,0.733,6.95,1.22,936889.02
10422,West,DiabeSafe,Hospital,Q4,56,171919.41,161,11414,352678.63,0.6,0.855,4.81,0.85,1067337.36
10423,North,Respira,Retail Pharmacy,Q2,28,48543.65,423,9775,646640.83,0.71,0.724,7.59,0.83,822554.5
10424,East,Respira,Retail Pharmacy,Q2,37,159487.97,131,12793,155141.94,1.19,0.978,1.7,0.97,534146.26
10425,North,DiabeSafe,Retail Pharmacy,Q2,7,147494.3,436,13769,190024.44,1.19,0.993,2.26,1.38,1132714.52
10426,East,Respira,Retail Pharmacy,Q1,68,125115.91,394,8484,100395.2,1.36,0.782,7.46,0.54,709667.94
10427,South,Immunex,Retail Pharmacy,Q3,37,116254.96,78,906,598876.67,1.07,0.778,13.72,1.3,802378.82
10428,Central,NeuroCalm,Retail Pharmacy,Q4,56,63813.44,62,7884,512242.97,0.66,0.931,16.21,0.87,520465.44
10429,South,DiabeSafe,Specialty Pharmacy,Q4,65,148789.83,226,6549,539850.25,0.66,0.791,11.97,1.35,1224626.31
10430,North,Respira,Specialty Pharmacy,Q3,65,95257.63,287,6669,589713.55,1.2,0.971,1.89,1.3,1038157.23
10431,North,DiabeSafe,Specialty Pharmacy,Q4,47,22051.57,315,8482,355437.99,0.72,0.881,12.1,0.85,868101.88
10432,West,OncoPlus,Clinic,Q1,20,63186.74,137,11768,309739.78,0.85,0.818,11.44,1.19,661989.55
10433,East,CardioCare,Hospital,Q4,19,169000.51,39,1485,234842.71,0.99,0.953,14.5,0.66,789407.49
10434,North,NeuroCalm,Hospital,Q2,29,154615.64,241,12295,395313.06,0.57,0.858,14.85,1.4,962027.08
10435,North,DiabeSafe,Hospital,Q3,74,176923.97,185,4985,311652.61,0.77,0.975,15.63,0.9,1086707.88
10436,West,CardioCare,Retail Pharmacy,Q1,60,116758.88,150,9401,309970.66,0.92,0.98,7.45,0.96,750382.43
10437,North,Respira,Clinic,Q3,18,52076.71,175,3118,610895.28,0.8,0.766,12.56,1.21,512940.54
10438,West,CardioCare,Hospital,Q1,35,37678.56,203,14259,640099.54,0.67,0.721,4.83,1.32,882974.16
10439,West,NeuroCalm,Clinic,Q2,43,41775.45,109,13541,523820.32,1.21,0.996,17.99,0.74,435714.84
10440,North,DiabeSafe,Hospital,Q3,11,13365.26,113,6789,499190.02,1.28,0.974,3.16,1.16,711762.61
10441,North,OncoPlus,Clinic,Q4,49,76415.96,32,10103,451946.06,0.78,0.736,0.18,0.89,651679.78
10442,Central,Respira,Retail Pharmacy,Q1,38,42542.71,341,7428,132966.41,1.25,0.953,2.68,0.87,584578.48
10443,South,DiabeSafe,Hospital,Q3,64,79981.43,312,5868,66645.61,0.9,0.848,13.97,1.19,808813.63
10444,South,NeuroCalm,Retail Pharmacy,Q4,69,168949.05,249,5121,458250.32,1.01,0.793,8.04,0.89,821743.47
10445,West,Respira,Hospital,Q3,8,83191.84,341,10177,481847.46,1.32,0.966,8.06,0.85,929004.14
10446,Central,Immunex,Hospital,Q3,34,159257.36,311,14848,59123.25,1.22,0.775,17.19,1.34,1173045.41
10447,Central,CardioCare,Hospital,Q3,48,112935.81,45,11642,605392.09,1.27,0.985,16.55,0.6,969109.32
10448,West,NeuroCalm,Specialty Pharmacy,Q1,56,52012.36,94,13343,86507.2,0.67,0.778,5.6,1.18,367443.22
10449,South,Immunex,Retail Pharmacy,Q4,76,70495.31,383,11626,207258.33,0.61,0.892,3.76,0.75,783749.6
10450,North,DiabeSafe,Hospital,Q2,65,24266.32,443,8066,446881.68,1.35,0.782,15.27,0.52,971222.51
10451,West,OncoPlus,Retail Pharmacy,Q1,31,66688.64,318,12806,135321.01,0.9,0.873,16.31,0.67,895779.09
